"username","email","age","password","role","balance","current_balance"
"adam926","adam926@gmail.com","42","abc1051","user","1000","1000"
"adam927","adam927@gmail.com","36","abc1052","user","1000","1000"
"adam928","adam928@gmail.com","39","abc1053","user","1000","1000"
"adam929","adam929@gmail.com","26","abc1054","user","1000","1000"
"adam930","adam930@gmail.com","28","abc1055","user","1000","1000"
"adam931","adam931@gmail.com","25","abc1056","user","1000","1000"
"adam932","adam932@gmail.com","29","abc1057","user","1000","1000"
"adam933","adam933@gmail.com","45","abc1058","user","1000","1000"
"adam934","adam934@gmail.com","35","abc1059","user","1000","1000"
"adam935","adam935@gmail.com","30","abc1060","user","1000","1000"
"adam936","adam936@gmail.com","40","abc1061","user","1000","1000"
"adam937","adam937@gmail.com","26","abc1062","user","1000","1000"
"adam938","adam938@gmail.com","45","abc1063","user","1000","1000"
"adam939","adam939@gmail.com","31","abc1064","user","1000","1000"
"adam940","adam940@gmail.com","31","abc1065","user","1000","1000"
"adam941","adam941@gmail.com","24","abc1066","user","1000","1000"
"adam942","adam942@gmail.com","25","abc1067","user","1000","1000"
"adam943","adam943@gmail.com","30","abc1068","user","1000","1000"
"adam944","adam944@gmail.com","27","abc1069","user","1000","1000"
"adam945","adam945@gmail.com","20","abc1070","user","1000","1000"
"adam946","adam946@gmail.com","24","abc1071","user","1000","1000"
"adam947","adam947@gmail.com","23","abc1072","user","1000","1000"
"adam948","adam948@gmail.com","30","abc1073","user","1000","1000"
"adam949","adam949@gmail.com","45","abc1074","user","1000","1000"
"adam950","adam950@gmail.com","22","abc1075","user","1000","1000"
"adam951","adam951@gmail.com","37","abc1076","user","1000","1000"
"adam952","adam952@gmail.com","20","abc1077","user","1000","1000"
"adam953","adam953@gmail.com","30","abc1078","user","1000","1000"
"adam954","adam954@gmail.com","40","abc1079","user","1000","1000"
"adam955","adam955@gmail.com","33","abc1080","user","1000","1000"
"adam956","adam956@gmail.com","27","abc1081","user","1000","1000"
"adam957","adam957@gmail.com","25","abc1082","user","1000","1000"
"adam958","adam958@gmail.com","42","abc1083","user","1000","1000"
"adam959","adam959@gmail.com","20","abc1084","user","1000","1000"
"adam960","adam960@gmail.com","26","abc1085","user","1000","1000"
"adam961","adam961@gmail.com","23","abc1086","user","1000","1000"
"adam962","adam962@gmail.com","33","abc1087","user","1000","1000"
"adam963","adam963@gmail.com","20","abc1088","user","1000","1000"
"adam964","adam964@gmail.com","34","abc1089","user","1000","1000"
"adam965","adam965@gmail.com","27","abc1090","user","1000","1000"
"adam966","adam966@gmail.com","34","abc1091","user","1000","1000"
"adam967","adam967@gmail.com","44","abc1092","user","1000","1000"
"adam968","adam968@gmail.com","29","abc1093","user","1000","1000"
"adam969","adam969@gmail.com","34","abc1094","user","1000","1000"
"adam970","adam970@gmail.com","39","abc1095","user","1000","1000"
"adam971","adam971@gmail.com","24","abc1096","user","1000","1000"
"adam972","adam972@gmail.com","30","abc1097","user","1000","1000"
"adam973","adam973@gmail.com","27","abc1098","user","1000","1000"
"adam974","adam974@gmail.com","39","abc1099","user","1000","1000"
"adam975","adam975@gmail.com","32","abc1100","user","1000","1000"
"adam976","adam976@gmail.com","27","abc1101","user","1000","1000"
"adam977","adam977@gmail.com","33","abc1102","user","1000","1000"
"adam978","adam978@gmail.com","35","abc1103","user","1000","1000"
"adam979","adam979@gmail.com","28","abc1104","user","1000","1000"
"adam980","adam980@gmail.com","43","abc1105","user","1000","1000"
"adam981","adam981@gmail.com","39","abc1106","user","1000","1000"
"adam982","adam982@gmail.com","33","abc1107","user","1000","1000"
"adam983","adam983@gmail.com","28","abc1108","user","1000","1000"
"adam984","adam984@gmail.com","20","abc1109","user","1000","1000"
"adam985","adam985@gmail.com","42","abc1110","user","1000","1000"
"adam986","adam986@gmail.com","44","abc1111","user","1000","1000"
"adam987","adam987@gmail.com","26","abc1112","user","1000","1000"
"adam988","adam988@gmail.com","45","abc1113","user","1000","1000"
"adam989","adam989@gmail.com","45","abc1114","user","1000","1000"
"adam990","adam990@gmail.com","34","abc1115","user","1000","1000"
"adam991","adam991@gmail.com","42","abc1116","user","1000","1000"
"adam992","adam992@gmail.com","30","abc1117","user","1000","1000"
"adam993","adam993@gmail.com","38","abc1118","user","1000","1000"
"adam994","adam994@gmail.com","44","abc1119","user","1000","1000"
"adam995","adam995@gmail.com","31","abc1120","user","1000","1000"
"adam996","adam996@gmail.com","21","abc1121","user","1000","1000"
